Business Name	First Name	Last Name	Email Address	Website	Phone	Category	Sub Category	street	town	post code	country	lat	lng	Original 'Street Address	on_website	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday	blurb	image_file	org_map_name	card_layout		iframe
Valley Child Development	Barbara	Crouse	vcda@ns.aliantzinc.ca; info@valleychilddevelopment.ca	http://www.valleychilddevelopment.ca	902-678-6111	Business	Non-Profit Organizations	28 Aberdeen St #5	Kentville	NS B4N 2E4	Canada	45.07799	-64.49674	28 Aberdeen Street, Suite 5, Kentville, NS B4N 2N1	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Valley Child Development</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 28 Aberdeen St #5</i> &nbsp;|&nbsp; 📞 902-678-6111 &nbsp;|&nbsp; 🌐 www.valleychilddevelopment.ca	Valley_Child_Development.jpg	business-map	image		
Valley Community Learning Association	Rodney/ Judy	Franklin/ Lipp	vcla.learning@gmail.com	http://www.vcla.ca	902-679-5252	Business	Non-Profit Organizations	49 Bridge St	Kentville	NS B4N 2E3	Canada	45.078241	-64.4938193	49 Bridge Street    Kentville  NS  B4N 2E3  CA	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Valley Community Learning Association</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 49 Bridge St</i> &nbsp;|&nbsp; 📞 902-679-5252 &nbsp;|&nbsp; 🌐 www.vcla.ca	Valley_Community_Learning_Association.jpg	business-map	image		
Valley REN	Emily	Boucher	eboucher@valleyren.ca	http://www.valleyren.ca		Business	Non-Profit Organizations	448 Main St	Kentville	NS B4N 2N6	Canada	45.0771018	-64.4980126	448 Main St, Kentville, NS B4N 1K8	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Valley REN</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 448 Main St</i> &nbsp;|&nbsp; 🌐 www.valleyren.ca	Valley_REN.jpg	business-map	image		
VANSDA	Lisa	Diggs	ldiggs@vansda.ca	http://www.vansda.ca	902-678-7410	Business	Non-Profit Organizations	55 Webster St	Kentville	NS B4N 1H8	Canada	45.0783382	-64.4972109	55 Webster Street    Kentville  NS  B4N 1H4  CA	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>VANSDA</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 55 Webster St</i> &nbsp;|&nbsp; 📞 902-678-7410 &nbsp;|&nbsp; 🌐 www.vansda.ca	VANSDA.jpg	business-map	image		
Child & Youth Mental Health & Addiction Services	Debbie	Kerr	dkerr@avdha.nshealth.ca	http://www.avdha.nshealth.ca	902-679-2873	Business	Non-Profit Organizations	15 Chipman Dr	Kentville	NS B4N 3V7	Canada	45.0679282	-64.550153	15 Chipman Drive    Kentville  NS  B4N 3V7  CA	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Child & Youth Mental Health & Addiction Services</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 15 Chipman Dr</i> &nbsp;|&nbsp; 📞 902-679-2873 &nbsp;|&nbsp; 🌐 www.avdha.nshealth.ca	Child_Youth_Mental_Health_Addiction_Services.jpg	business-map	image		
Community Living Alternative Society	Shaun	Cameron	clas@ns.sympatico.ca	http://www.clasnovascotia.com	902-681-8920	Business	Non-Profit Organizations	46 Chipman Dr	Kentville	NS B4N 3V7	Canada	45.0639909	-64.5463148	46 Chipman Drive    Kentville  NS  B4N 3V7  CA	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Community Living Alternative Society</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 46 Chipman Dr</i> &nbsp;|&nbsp; 📞 902-681-8920 &nbsp;|&nbsp; 🌐 www.clasnovascotia.com	Community_Living_Alternative_Society.jpg	business-map	image		
Annapolis Valley Apple Blossom Festival	Juli		info@appleblossom.com	http://www.appleblossom.com	902-678-8322	Business	Community / Culture	325 Main St	Kentville	NS B4N 1K5	Canada	45.0770761	-64.4932805	325 Main Street Kentville	False	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 20:00	F: 10:00 T: 17:00	F: 10:00 T: 16:00	closed	<b>Annapolis Valley Apple Blossom Festival</b> — One of Nova Scotia's most cherished traditions! Celebrating the beauty of spring in the Valley with parades, concerts, and community events since 1933.	Annapolis_Valley_Apple_Blossom_Festival.jpg	business-map	image		
Perennia	Anita	James	info@perennia.ca	http://www.perennia.ca	902-678-7722	Business	Non-Profit Organizations	32 Main St	Kentville	NS B4N 1J5	Canada	45.06396	-64.48174	32 Main Street    Kentville  NS  B4N 1J5  CA	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Perennia</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 32 Main St</i> &nbsp;|&nbsp; 📞 902-678-7722 &nbsp;|&nbsp; 🌐 www.perennia.ca	Perennia.jpg	business-map	image		
The Portal	Russ	Sanche	portalyouthcentre@gmail.com	http://www.portalyouth.ca	902-365-3773	Business	Community / Culture	437 Main St	Kentville	NS B4P 1E1	Canada	45.0774646	-64.4975081	437 Main Street    Kentville  NS  B4N 1K9  CA	False	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 20:00	F: 10:00 T: 17:00	F: 10:00 T: 16:00	closed	<b>The Portal</b> — Enriching the cultural life of Downtown Kentville and the Annapolis Valley. A community-focused organization dedicated to arts, education, and bringing people together.<br><i>📍 437 Main St</i> &nbsp;|&nbsp; 📞 902-365-3773 &nbsp;|&nbsp; 🌐 www.portalyouth.ca	The_Portal.jpg	business-map	image		
Crown Fibre Tube Inc.	x	x	crown@crownfibretube.com	http://www.crownfibretube.com	902-678-8901	Business	Specialty Services	705 Park St	Kentville	NS B4N 3V9	Canada	45.0747099	-64.5430458	705 Park Street    Kentville  NS  B4N 3V9  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Crown Fibre Tube Inc.</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 705 Park St</i> &nbsp;|&nbsp; 📞 902-678-8901 &nbsp;|&nbsp; 🌐 www.crownfibretube.com	Crown_Fibre_Tube_Inc.jpg	business-map	image		
Anderson Sinclair	Bernard	Conway	bconway@andsinc.com	https://www.andsincns.com/	902-679-0110	Business	Legal Services	98 Aberdeen St	Kentville	NS B4N 2N3	Canada	45.0795956	-64.4960139	98 Aberdeen St, Kentville, NS B4N 2N3	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:30	closed	closed	<b>Anderson Sinclair</b> — Experienced barristers and solicitors serving Kentville and the Annapolis Valley. Comprehensive legal services with a commitment to client care.	Anderson_Sinclair.jpg	business-map	image		
BTW Law	Cris	Shirritt	cris@btwlaw.ca	http://www.btwlaw.ca	902-385-0458	Business	Legal Services	458 Main St	Kentville	NS B4N 1K8	Canada	45.0772976	-64.4983238	458 Main Street    Kentville  NS  B4N 3X3  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:30	closed	closed	<b>BTW Law</b> — Experienced legal professionals serving Kentville and the Annapolis Valley. Dedicated to providing knowledgeable counsel and strong representation for individuals and businesses alike.<br><i>📍 458 Main St</i> &nbsp;|&nbsp; 📞 902-385-0458 &nbsp;|&nbsp; 🌐 www.btwlaw.ca	BTW_Law.jpg	business-map	image		
Muttarts Law Firm	Geoff	Muttart	gmuttart@muttartslaw.ca	http://www.muttartslaw.ca	902-678-2157	Business	Legal Services	20 Bridge St	Kentville	NS B4N 2E1	Canada	45.0774649	-64.4944809	20 Bridge Street    Kentville  NS  B4N 3X3  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:30	closed	closed	<b>Muttarts Law Firm</b> — Experienced legal professionals serving Kentville and the Annapolis Valley. Dedicated to providing knowledgeable counsel and strong representation for individuals and businesses alike.<br><i>📍 20 Bridge St</i> &nbsp;|&nbsp; 📞 902-678-2157 &nbsp;|&nbsp; 🌐 www.muttartslaw.ca	Muttarts_Law_Firm.jpg	business-map	image		
Taylor MacLellan Cochrane Lawyers	Lisa	van Trigt	vantrigt@tmclaw.com	http://www.tmclaw.com	902-678-6156	Business	Legal Services	50 Bridge St	Kentville	NS B4N 1H4	Canada	45.0782851	-64.4943193	50 Bridge Street    Kentville  NS  B4N 2E4  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:30	closed	closed	<b>Taylor MacLellan Cochrane</b> — A full-service law firm with deep roots in the Annapolis Valley. Real estate, wills, family law, litigation, and business law.	Taylor_MacLellan_Cochrane_Lawyers.jpg	business-map	image		
Waterbury Newton Law Firm	Krista	Morse	kmorse@wnns.ca	http://www.wnns.ca	902-678-3257	Business	Legal Services	469 Main St	Kentville	NS B4N 1K9	Canada	45.0778212	-64.4990345	469 Main Street    Kentville  NS  B4N 1K9  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:30	closed	closed	<b>Waterbury Newton Law Firm</b> — Experienced legal professionals serving Kentville and the Annapolis Valley. Dedicated to providing knowledgeable counsel and strong representation for individuals and businesses alike.<br><i>📍 469 Main St</i> &nbsp;|&nbsp; 📞 902-678-3257 &nbsp;|&nbsp; 🌐 www.wnns.ca	Waterbury_Newton_Law_Firm.jpg	business-map	image		
Marion Hill Law Office	Marion	Hill	marion.hill.law@gmail.com	http://www.marionhill.ca	902-679-3200	Business	Legal Services	21 Webster St	Kentville	NS B4N 1H4	Canada	45.0782344	-64.4947993	21 Webster Street    Kentville  NS  B4N 1H4  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:30	closed	closed	<b>Marion Hill Law Office</b> — Experienced legal professionals serving Kentville and the Annapolis Valley. Dedicated to providing knowledgeable counsel and strong representation for individuals and businesses alike.<br><i>📍 21 Webster St</i> &nbsp;|&nbsp; 📞 902-679-3200 &nbsp;|&nbsp; 🌐 www.marionhill.ca	Marion_Hill_Law_Office.jpg	business-map	image		
Nathanson Seaman Watts	Kate	Seaman	kseaman@24webster.com / info@24webster.com	http://24webster.com	902-678-1616	Business	Legal Services	24 Webster Ct	Kentville	NS B4N 1H2	Canada	45.0778826	-64.4926639	24 Webster Court    Kentville  NS  B4N 1H2  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:30	closed	closed	<b>Nathanson Seaman Watts</b> — Experienced legal professionals serving Kentville and the Annapolis Valley. Dedicated to providing knowledgeable counsel and strong representation for individuals and businesses alike.<br><i>📍 24 Webster Ct</i> &nbsp;|&nbsp; 📞 902-678-1616 &nbsp;|&nbsp; 🌐 24webster.com	Nathanson_Seaman_Watts.jpg	business-map	image		
Mister Printer Ltd.	Doug	Thomas	misterprinter@eastlink.ca		902-678-5811	Business	Tech / Communications	409 Main St	Kentville	NS B4N 1K7	Canada	45.0773834	-64.4963749	409 Main Street    Kentville  NS  B4N 1K7  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Mister Printer Ltd.</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 409 Main St</i> &nbsp;|&nbsp; 📞 902-678-5811	Mister_Printer_Ltd.jpg	business-map	image		
Ross Graphic	Bonnie	Ross	bonnie@rossgraphic.com	https://www.rossgraphic.com/	902-670-2347	Business	Tech / Communications	373 Main St	Kentville	NS B4N 1K7	Canada	45.0772725	-64.4953276	373 Main Street    Kentville  NS  B4N 1K7  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Ross Graphic</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 373 Main St</i> &nbsp;|&nbsp; 📞 902-670-2347 &nbsp;|&nbsp; 🌐 www.rossgraphic.com	Ross_Graphic.jpg	business-map	image		
Triple E Technology Solutions	Clinton	Townsend	clinton@tripleetech.ca	https://tripleetech.ca/	(902) 365-7333	Business	Tech / Communications	535 Main St	Kentville	NS B4N 1L4	Canada	45.0780973	-64.5028661	535 Main St, Kentville, NS B4N 1L4	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Triple E Technology Solutions</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 535 Main St</i> &nbsp;|&nbsp; 📞 (902) 365-7333 &nbsp;|&nbsp; 🌐 tripleetech.ca	Triple_E_Technology_Solutions.jpg	business-map	image		
Computerized Business Solutions Inc.	Mike	Suhonos	msuhonos@cbsunified.com	http://www.cbsunified.com	902-365-3000	Business	Tech / Communications	946 Park St	Kentville	NS B4N 3V7	Canada	45.0691085	-64.5530234	946 Park Street    Kentville  NS  B4N 3V7  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Computerized Business Solutions Inc.</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 946 Park St</i> &nbsp;|&nbsp; 📞 902-365-3000 &nbsp;|&nbsp; 🌐 www.cbsunified.com	Computerized_Business_Solutions_Inc.jpg	business-map	image		
Red Birch Media	Tamar	Marshall	info@redbirchmedia.com	http://www.redbirchmedia.com	902-300-5402	Business	Tech / Communications	12 Bridge St	Kentville	NS B4N 2E1	Canada	45.0773046	-64.4944145	12 Bridge Street Kentville	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Red Birch Media</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 12 Bridge St</i> &nbsp;|&nbsp; 📞 902-300-5402 &nbsp;|&nbsp; 🌐 www.redbirchmedia.com	Red_Birch_Media.jpg	business-map	image		
Speedpro Signs & Imaging	Mary Jane	Aubie	mjaubie@speedprons.com	http://www.SpeedproNS.com	902-678-5656	Business	Tech / Communications	325 Main St	Kentville	NS B4N 1K5	Canada	45.0770761	-64.4932805	325 Main Street    Kentville  NS  B4N 1K5  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Speedpro Signs & Imaging</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 325 Main St</i> &nbsp;|&nbsp; 📞 902-678-5656 &nbsp;|&nbsp; 🌐 www.SpeedproNS.com	Speedpro_Signs_Imaging.jpg	business-map	image		
Annapolis Valley Radio	Paul	Williams	Paul.williams@mbsradio.com	http://www.avrnetwork.com	902-678-2111	Business	Tech / Communications	29 Oakdene Ave	Kentville	NS B4N 1H5	Canada	45.0830884	-64.4913142	29 Oakdene Avenue    Kentville  Nova Scotia  B4N 1H5  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Annapolis Valley Radio</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 29 Oakdene Ave</i> &nbsp;|&nbsp; 📞 902-678-2111 &nbsp;|&nbsp; 🌐 www.avrnetwork.com	Annapolis_Valley_Radio.jpg	business-map	image		
Arbour Square Osteopathy	Jessica	Stackhouse	jessicastackhouse@arboursquareosteo.ca	arboursquareosteo.ca	902-832-7799	Business	Health / Healing	17 River St	Kentville	NS B4N 1G8	Canada	45.079847	-64.4955954	17 River Street	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Arbour Square Osteopathy</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 17 River St</i> &nbsp;|&nbsp; 📞 902-832-7799 &nbsp;|&nbsp; 🌐 arboursquareosteo.ca	Arbour_Square_Osteopathy.jpg	business-map	image		
Back and Neck Pain Relief Center	Philip L	La Pierre	lapierre@ns.aliantzinc.ca		902-678-1500	Business	Health / Healing	521 Main St	Kentville	NS B4N 1L4	Canada	45.0780576	-64.5020469	521 Main Street    Kentville  NS  B4N 1L4  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Back and Neck Pain Relief Center</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 521 Main St</i> &nbsp;|&nbsp; 📞 902-678-1500	Back_and_Neck_Pain_Relief_Center.jpg	business-map	image		
Brackish Biomechanical Bracing	Jenna	Holtz	jenna@brackishbracing.ca		1 (902) 365 7766	Business	Health / Healing	10 Webster St #204	Kentville	NS B4N 1H7	Canada	45.0779284	-64.4947323	10 Webster St #204, Kentville, NS B4N 1H7	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Brackish Biomechanical Bracing</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 10 Webster St #204</i> &nbsp;|&nbsp; 📞 1 (902) 365 7766	Brackish_Biomechanical_Bracing.jpg	business-map	image		
Clannad Counselling & Consulting	Stephanie	Townsend	info@clannad.ca	http://www.clannad.ca	1-902-365-3363	Business	Health / Healing	535 Main St	Kentville	NS B4N 1L4	Canada	45.0780973	-64.5028661	535 Main Street, Kentville, NS, B4N 1L4	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Clannad Counselling & Consulting</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 535 Main St</i> &nbsp;|&nbsp; 📞 1-902-365-3363 &nbsp;|&nbsp; 🌐 www.clannad.ca	Clannad_Counselling_Consulting.jpg	business-map	image		
Crave Studio	Brandy	Hudson	connect@cravestudio.ca	https://www.cravestudio.ca/	+1 (902) 599 - 3730	Business	Health / Healing	100 Webster St	Kentville	NS B4N 1H9	Canada	45.078348	-64.4972221	100 Webster St, Kentville, NS B4N 1H9	True	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Crave Studio</b> — A welcoming fitness and wellness studio offering yoga, pilates, and movement classes for all levels. Find your balance in Downtown Kentville.	Crave_Studio.jpg	business-map	image		
David's Eyewear Ltd.	Rebecca	Howden	davidseyewearkentville@gmail.com		902-678-4085	Business	Health / Healing	50 Webster St	Kentville	NS B4N 1H7	Canada	45.0780454	-64.4956308	50 Webster Street    Kentville  NS  B4N 1H7  CA	True	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>David's Eyewear</b> — Expert eye care and a stunning selection of frames in Downtown Kentville. From eye exams to designer eyewear, see the world more clearly and stylishly.	Davids_Eyewear_Ltd.jpg	business-map	image		
Light Touch Laser	Carrie	May	carrie@lighttouch.ca	http://www.lighttouchlaser.ca	902-678-2829	Business	Health / Healing	54 Webster St	Kentville	NS B4N 1H7	Canada	45.0781272	-64.4957238	54 Webster Street    Kentville  NS  B4N 1H7  CA	True	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Light Touch Laser</b> — Advanced laser and skin care treatments in a professional, comfortable setting. IPL, laser hair removal, skin rejuvenation, and more.	Light_Touch_Laser.jpg	business-map	image		
The Healing Station	Amy	Florian	amyfloriannd@gmail.com	http://thehealingstation.ca		Business	Health / Healing	325 Main St Unit 20	Kentville	NS B4N 1K5	Canada	45.0770761	-64.4932805	325 Main St Unit 20, Kentville, NS B4N 1K5	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>The Healing Station</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 325 Main St Unit 20</i> &nbsp;|&nbsp; 🌐 thehealingstation.ca	The_Healing_Station.jpg	business-map	image		
Webster Street Hearing Boutique	Magdalena/ Kayla	Kujath/ Lowry	info@thehearingboutique.ca	https://www.thehearingboutique.ca	902-678-5550	Business	Health / Healing	99b Webster St	Kentville	NS B4N 1H8	Canada	45.0785112	-64.4973117	99B Webster Street    Kentville  NS  B4N 0H3  CA	True	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Webster Street Hearing Boutique</b> — Personalized hearing care and the latest hearing aid technology. Compassionate audiological services in a comfortable boutique setting.	Webster_Street_Hearing_Boutique.jpg	business-map	image		
The Snore Shop	Sarah	Langley	slangley@thesnoreshop.ca	http://thesnoreshop.ca	902-365-5875	Business	Health / Healing	491 Main St	Kentville	NS B4N 3V6	Canada	45.0777665	-64.5001124	491 Main Street    Kentville  NS  B4N 1K9  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>The Snore Shop</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 491 Main St</i> &nbsp;|&nbsp; 📞 902-365-5875 &nbsp;|&nbsp; 🌐 thesnoreshop.ca	The_Snore_Shop.jpg	business-map	image		
Norwood Health Associates	Peter	Norwood	norwoodhealth@me.com; norwoodhealth@icloud.com		902-678-4548	Business	Health / Healing	99 Webster St	Kentville	NS B4N 1H8	Canada	45.0785198	-64.4973191	99 Webster Street    Kentville  NS  B4N 1H8  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Norwood Health Associates</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 99 Webster St</i> &nbsp;|&nbsp; 📞 902-678-4548	Norwood_Health_Associates.jpg	business-map	image		
Hawthorn Clinic	Susan	Ritcey	info@hawthornclinic.ca	http://www.hawthornclinic.ca	902-678-4142	Business	Health / Healing	16 Webster Ct	Kentville	NS B4N 1H2	Canada	45.0779778	-64.4930629	16 Webster Court    Kentville  NS  B4N 1H2  CA	True	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Hawthorn Clinic</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 16 Webster Ct</i> &nbsp;|&nbsp; 📞 902-678-4142 &nbsp;|&nbsp; 🌐 www.hawthornclinic.ca	Hawthorn_Clinic.jpg	business-map	image		
Nails by Paige	Paige	Ward	r.ward1971@hotmail.com		902-6905258	Business	Salons / Spas / Barbers	560 W Main St	Kentville	NS B4N	Canada	45.0780761	-64.5043009	560 W Main St, Kentville, NS B4N 1L4	False	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Nails by Paige</b> — Professional beauty and personal care services in Downtown Kentville. Skilled stylists and technicians dedicated to helping you look and feel your best. Walk-ins welcome or book an appointment today.<br><i>📍 560 W Main St</i> &nbsp;|&nbsp; 📞 902-6905258	Nails_by_Paige.jpg	business-map	image		
Healing Hands	Rhonda	Ward	r.ward1971@hotmail.com		(902) 680-2830	Business	Health / Healing	561 W Main St	Kentville	NS B4N 1L4	Canada	45.078221	-64.504275	561 W Main St, Kentville, NS B4N 1L4	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Healing Hands</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 561 W Main St</i> &nbsp;|&nbsp; 📞 (902) 680-2830	Healing_Hands.jpg	business-map	image		
Jill Forse Traditional Chinese	JIll	Forse	jill@jillforse.ca	http://www.jillforse.ca	902-678-9719	Business	Health / Healing	3 Duncan Ave	Kentville	NS B4N 1N3	Canada	45.0764391	-64.5222914	3 Duncan Avenue Kentville, Nova Scotia B4N1N3	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Jill Forse Traditional Chinese</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 3 Duncan Ave</i> &nbsp;|&nbsp; 📞 902-678-9719 &nbsp;|&nbsp; 🌐 www.jillforse.ca	Jill_Forse_Traditional_Chinese.jpg	business-map	image		
